class,lh_x1,lh_y1,lh_z1,lh_x2,lh_y2,lh_z2,lh_x3,lh_y3,lh_z3,lh_x4,lh_y4,lh_z4,lh_x5,lh_y5,lh_z5,lh_x6,lh_y6,lh_z6,lh_x7,lh_y7,lh_z7,lh_x8,lh_y8,lh_z8,lh_x9,lh_y9,lh_z9,lh_x10,lh_y10,lh_z10,lh_x11,lh_y11,lh_z11,lh_x12,lh_y12,lh_z12,lh_x13,lh_y13,lh_z13,lh_x14,lh_y14,lh_z14,lh_x15,lh_y15,lh_z15,lh_x16,lh_y16,lh_z16,lh_x17,lh_y17,lh_z17,lh_x18,lh_y18,lh_z18,lh_x19,lh_y19,lh_z19,lh_x20,lh_y20,lh_z20,lh_x21,lh_y21,lh_z21,rh_x1,rh_y1,rh_z1,rh_x2,rh_y2,rh_z2,rh_x3,rh_y3,rh_z3,rh_x4,rh_y4,rh_z4,rh_x5,rh_y5,rh_z5,rh_x6,rh_y6,rh_z6,rh_x7,rh_y7,rh_z7,rh_x8,rh_y8,rh_z8,rh_x9,rh_y9,rh_z9,rh_x10,rh_y10,rh_z10,rh_x11,rh_y11,rh_z11,rh_x12,rh_y12,rh_z12,rh_x13,rh_y13,rh_z13,rh_x14,rh_y14,rh_z14,rh_x15,rh_y15,rh_z15,rh_x16,rh_y16,rh_z16,rh_x17,rh_y17,rh_z17,rh_x18,rh_y18,rh_z18,rh_x19,rh_y19,rh_z19,rh_x20,rh_y20,rh_z20,rh_x21,rh_y21,rh_z21
to,0.68640852,0.642294288,0,0.638171494,0.605181575,0.010888309,0.58648026,0.60390383,0.004274624,0.553275824,0.631512284,-0.006067268,0.53624177,0.659509957,-0.015124657,0.561980247,0.584541202,-0.009084619,0.508978128,0.580061018,-0.018774845,0.473350406,0.575834453,-0.023803938,0.444809794,0.568799198,-0.028502313,0.567799687,0.609006763,-0.023984918,0.531785369,0.669684052,-0.030327028,0.550971806,0.679491162,-0.021682881,0.569035769,0.666623354,-0.016320784,0.582338572,0.641261101,-0.038384698,0.557002425,0.701484382,-0.041943796,0.575104475,0.705165267,-0.030499246,0.588121235,0.689752281,-0.024438761,0.59987092,0.67489326,-0.053186361,0.58116293,0.71921891,-0.054212391,0.595453084,0.719181955,-0.046180263,0.606777668,0.706636786,-0.04125756,0.307834268,0.991431355,0,0.299179226,0.897843122,-0.014243999,0.332633048,0.832321405,-0.027869415,0.388792098,0.827611446,-0.032215059,0.426686317,0.848080277,-0.036163308,0.333295792,0.903208375,-0.08411441,0.394200295,0.841875732,-0.100539453,0.42526415,0.816565931,-0.095079087,0.45228219,0.7972188,-0.086467467,0.359948546,0.953286469,-0.075822949,0.412982851,0.853163302,-0.081959493,0.396618813,0.838788569,-0.055542756,0.377542257,0.849055886,-0.034966506,0.381744802,0.979541302,-0.064145602,0.426941931,0.884257793,-0.062633559,0.406003028,0.876231551,-0.03325827,0.386455506,0.889617205,-0.013620337,0.399333566,0.990027249,-0.053100567,0.427330136,0.912276626,-0.04919599,0.409450114,0.90677166,-0.031539734,0.389577866,0.921130359,-0.017681623
to,0.683087528,0.638452411,0,0.636405706,0.602043092,0.010605706,0.584418237,0.600093365,0.002762947,0.550359547,0.628033817,-0.008841767,0.532241344,0.658388376,-0.019107372,0.561491907,0.575043023,-0.011865577,0.50677371,0.572596014,-0.022933567,0.470365494,0.570495307,-0.028793685,0.442032516,0.565530241,-0.034199513,0.566961229,0.59927249,-0.027482547,0.530103862,0.666022122,-0.0354646,0.550564885,0.676792026,-0.02725455,0.568352938,0.661938548,-0.022364009,0.580722809,0.631633401,-0.0425089,0.554428041,0.695901453,-0.04713966,0.573082387,0.697970629,-0.035974111,0.585824072,0.679599762,-0.030495044,0.597157955,0.665080309,-0.057890058,0.579609394,0.710524797,-0.059201721,0.595059216,0.709190965,-0.051314726,0.606063426,0.694597483,-0.046965037,0.298552632,0.989101112,0,0.290549248,0.911072433,-0.030842995,0.329919696,0.85135746,-0.049256295,0.384451866,0.837631285,-0.054209117,0.421426237,0.852791488,-0.057882309,0.336437136,0.934126079,-0.098434031,0.389873922,0.870313287,-0.112836368,0.418428779,0.831953704,-0.104457423,0.445015222,0.804433167,-0.095739171,0.368088275,0.97474438,-0.08150509,0.414947897,0.877726495,-0.091402285,0.391083479,0.866581261,-0.063082844,0.370297372,0.885524809,-0.040137779,0.391395628,0.992439449,-0.062411811,0.427261144,0.8994326,-0.072619483,0.40450418,0.890446663,-0.049240451,0.388066083,0.90932703,-0.030522952,0.408767104,0.99392581,-0.04409745,0.428240806,0.916985869,-0.053993706,0.408906966,0.910919368,-0.044484425,0.397211045,0.929507792,-0.033567771
to,0.679170609,0.639872074,0,0.630635679,0.604790211,0.012128004,0.580149114,0.603502631,0.004401529,0.547268569,0.631580949,-0.006995334,0.529900849,0.66241008,-0.016898481,0.557332158,0.580430627,-0.011747798,0.504274189,0.57933563,-0.021818485,0.468091637,0.574685931,-0.02723621,0.439635336,0.56814456,-0.032570012,0.562906384,0.606084168,-0.028005984,0.529767632,0.67136538,-0.034529664,0.548561871,0.679186523,-0.02634795,0.565112412,0.666240096,-0.022190634,0.576888978,0.639489472,-0.043169364,0.555463612,0.70230329,-0.045748439,0.573095739,0.700534403,-0.034875285,0.584123671,0.682548821,-0.030434391,0.593366563,0.67287302,-0.058542017,0.580257416,0.716063499,-0.058223594,0.595564067,0.711474419,-0.050379407,0.605610371,0.69724232,-0.046678051,0.303099245,0.988025665,0,0.295121312,0.896668017,-0.015488745,0.326100618,0.832445979,-0.029403614,0.379840344,0.821701884,-0.033478469,0.418443918,0.838453412,-0.036552001,0.328813791,0.899514258,-0.088425681,0.392914057,0.836694002,-0.10090483,0.424439549,0.812474608,-0.089900598,0.45166561,0.793028057,-0.078223586,0.358674407,0.943856478,-0.080337711,0.408453822,0.847832263,-0.086460926,0.390299946,0.839514792,-0.057420667,0.370740503,0.851004779,-0.034778789,0.38195309,0.968673527,-0.068178289,0.420525849,0.875838935,-0.067802161,0.401296526,0.874257147,-0.037720401,0.383724958,0.88989222,-0.017545072,0.399562865,0.980387449,-0.056570221,0.42184025,0.901818514,-0.053857565,0.404302359,0.900262773,-0.036169983,0.385919601,0.918264866,-0.022117194
to,0.677054107,0.652503252,0,0.626889467,0.621996105,0.011244037,0.577215016,0.627248347,0.002062516,0.547689915,0.660386801,-0.01084203,0.533805907,0.693560481,-0.022320703,0.553895235,0.605587959,-0.013433964,0.500992179,0.608672202,-0.0247785,0.464078754,0.607322097,-0.031489432,0.43468523,0.603062332,-0.0377503,0.56149894,0.628020465,-0.029770963,0.534225583,0.695282102,-0.037329864,0.552311659,0.703711212,-0.029919798,0.568159401,0.691601157,-0.026392719,0.577498138,0.660087407,-0.045057774,0.559839785,0.724621177,-0.04846447,0.577288032,0.724483967,-0.037463717,0.588231087,0.707802474,-0.033032533,0.595511019,0.694139957,-0.060607076,0.582853317,0.740386605,-0.060904074,0.597886682,0.736679256,-0.052681729,0.608556628,0.723395407,-0.048787706,0.296240866,0.960588276,0,0.294461489,0.88425678,-0.022812184,0.332238376,0.823719442,-0.03641244,0.377985358,0.805773914,-0.039241266,0.407618016,0.821601331,-0.041200407,0.359375,0.889229655,-0.075485766,0.399154216,0.819346666,-0.08668337,0.423180044,0.778041959,-0.082625076,0.447420418,0.748835742,-0.077784784,0.385166258,0.932552278,-0.062628493,0.416247964,0.843866885,-0.06430044,0.391566008,0.83801347,-0.03884808,0.37399742,0.857693493,-0.020647615,0.39887321,0.955160677,-0.04869318,0.424581379,0.873377144,-0.051875405,0.402287155,0.864180624,-0.030884901,0.387206554,0.88179183,-0.016139159,0.406599045,0.963984251,-0.035686765,0.422222733,0.89621067,-0.041235924,0.403559655,0.88929075,-0.032398071,0.393870056,0.904705048,-0.023588957
to,0.679993808,0.678094685,0,0.625187635,0.654934168,0.008677828,0.574562252,0.668269277,-0.00149941,0.546748519,0.709124207,-0.014870166,0.536369085,0.747407615,-0.026607161,0.552076519,0.647346795,-0.015053241,0.502004981,0.658307433,-0.027933439,0.467379242,0.660999775,-0.035518471,0.437871873,0.659261942,-0.042381156,0.56255573,0.670844197,-0.031121446,0.53872484,0.743941426,-0.041456193,0.558203697,0.744411767,-0.034779623,0.572283626,0.725660563,-0.031469397,0.58169955,0.702571511,-0.046530183,0.564786136,0.772842586,-0.052503001,0.582148314,0.765481353,-0.041688871,0.590970099,0.743213296,-0.03707296,0.602683365,0.735658348,-0.062408485,0.589805484,0.785715103,-0.064692892,0.604841113,0.77511698,-0.057016462,0.614917099,0.756406069,-0.053302322,0.295617104,0.947725952,0,0.292410195,0.872073293,-0.024086446,0.329882056,0.813493729,-0.036436196,0.372400075,0.792544425,-0.037584458,0.39567098,0.794848442,-0.036718134,0.37453711,0.860594749,-0.064931653,0.406523317,0.784496009,-0.06600827,0.420940667,0.737533689,-0.057648845,0.438302517,0.70552212,-0.052200802,0.395121604,0.901276648,-0.050880041,0.416157305,0.814651191,-0.045228135,0.395365417,0.807872951,-0.023050442,0.378713667,0.828127921,-0.009764003,0.40248853,0.924346983,-0.035199407,0.420564771,0.844536245,-0.031091288,0.401867479,0.834986448,-0.016037164,0.389162898,0.851872027,-0.008318605,0.404290289,0.934099674,-0.020327639,0.415151596,0.866045296,-0.022931742,0.398333877,0.857997537,-0.018238066,0.389061064,0.873470962,-0.014279159
to,0.68193382,0.710474789,0,0.62856257,0.681241453,0.00940126,0.577419698,0.690572083,0.002784631,0.546832621,0.729160845,-0.006574647,0.533044398,0.767116725,-0.014588844,0.554844975,0.683610618,-0.011234717,0.504306912,0.685149193,-0.01883164,0.469321281,0.684666514,-0.02187736,0.440782547,0.681733847,-0.025479198,0.563637972,0.716987252,-0.024972381,0.529504001,0.771771491,-0.029188329,0.548896849,0.772715151,-0.019874953,0.56537652,0.756793022,-0.014344374,0.581835985,0.754306912,-0.037804771,0.55933553,0.80731231,-0.039025944,0.577365875,0.802124441,-0.027900364,0.588902354,0.784572065,-0.02263684,0.602946699,0.790044188,-0.050973814,0.586680055,0.825411618,-0.050582025,0.601579547,0.817030489,-0.043014735,0.612716854,0.802284122,-0.038732763,0.293381006,0.92609638,0,0.289325386,0.846585572,-0.019952128,0.327510446,0.788239062,-0.030062426,0.373994291,0.767928481,-0.030011306,0.400926739,0.777682424,-0.028042855,0.363134831,0.825009465,-0.059880149,0.400696576,0.759245217,-0.063310429,0.422407448,0.722291708,-0.056182992,0.444410622,0.696025848,-0.050555035,0.386861682,0.868508697,-0.046908181,0.412050009,0.790735364,-0.038995169,0.39153716,0.785192966,-0.014438124,0.376773685,0.802286804,0.000374472,0.398239434,0.895297885,-0.032958299,0.416938841,0.824062169,-0.027319297,0.398778856,0.81576246,-0.010453189,0.387103111,0.831170499,-0.001308233,0.404116631,0.910286486,-0.019874951,0.413830578,0.848512173,-0.019917939,0.398399144,0.841089606,-0.013776988,0.39056924,0.854883432,-0.008736737
to,0.682799518,0.712001026,0,0.631296992,0.67790693,0.00565435,0.57884407,0.685953081,-0.000967517,0.546466827,0.722833991,-0.009470016,0.53253901,0.756782353,-0.016974041,0.556085765,0.674373567,-0.014965295,0.503523111,0.679201603,-0.024586491,0.468051255,0.680857956,-0.028930692,0.439017475,0.679019928,-0.03262936,0.566871881,0.711026132,-0.025967738,0.529441953,0.759451509,-0.031292234,0.54714936,0.757448614,-0.021623002,0.563489079,0.741531968,-0.015004403,0.585355461,0.75135833,-0.036653072,0.55864197,0.793094099,-0.038949132,0.575511992,0.787782311,-0.026092695,0.588234305,0.772879303,-0.018740488,0.606127501,0.788832486,-0.048085425,0.584202588,0.816581428,-0.048396427,0.599567473,0.809866965,-0.039798904,0.612874925,0.799758315,-0.033980392,0.287968218,0.929585695,0,0.284219295,0.849001467,-0.019454379,0.323803782,0.787521601,-0.02921694,0.374218494,0.769725084,-0.02920649,0.404008478,0.783847213,-0.027354751,0.351832092,0.838686526,-0.057711568,0.392586619,0.773802519,-0.064210929,0.416764677,0.734905958,-0.059049428,0.442102253,0.708158731,-0.054140586,0.378202707,0.882284045,-0.045335434,0.411983252,0.803333044,-0.041145016,0.391153008,0.792900503,-0.018008899,0.374191016,0.808588982,-0.002757047,0.392441988,0.907406032,-0.032248829,0.417117894,0.832144797,-0.030936467,0.397415936,0.821316302,-0.013598318,0.383430034,0.836539507,-0.0021598,0.401139796,0.919275284,-0.020054713,0.414365083,0.852029443,-0.022213725,0.397836298,0.843457758,-0.015329401,0.388361394,0.857901752,-0.008534704
to,0.67750752,0.718400776,0,0.624615729,0.682781041,0.007686691,0.572053909,0.693606317,0.000737757,0.540549219,0.734269798,-0.008698083,0.526468694,0.769293606,-0.017204531,0.550476789,0.682828367,-0.015093835,0.4976677,0.684332967,-0.024654159,0.462076485,0.685079396,-0.028581703,0.432924569,0.683095098,-0.032291897,0.560598135,0.720775187,-0.028210668,0.523917437,0.770922184,-0.033956125,0.544167101,0.77134037,-0.023696896,0.560789287,0.754778206,-0.016859956,0.578941584,0.760725379,-0.040787149,0.552949786,0.803668499,-0.04341159,0.57081306,0.798614442,-0.03023391,0.582936645,0.782324731,-0.022998443,0.599780619,0.79628855,-0.053920843,0.578710556,0.823897004,-0.054206036,0.594913244,0.817444921,-0.045214582,0.607796371,0.806410968,-0.039482843,0.284775376,0.931249976,0,0.280750692,0.85010761,-0.020587806,0.319862783,0.788297057,-0.030942166,0.370429575,0.76858145,-0.031133421,0.399783492,0.780528605,-0.029466895,0.347402662,0.840670586,-0.060251504,0.387497783,0.776564598,-0.066608846,0.413172364,0.73740983,-0.060792089,0.439779699,0.710725367,-0.055442501,0.374519229,0.883882403,-0.047315892,0.408324122,0.804882944,-0.04296194,0.387565404,0.793265998,-0.01875923,0.370725065,0.807854891,-0.002852373,0.389719099,0.908599913,-0.033657905,0.414729953,0.833547235,-0.032640614,0.395170838,0.821373343,-0.014674128,0.380618632,0.835505366,-0.002788612,0.399101347,0.920136452,-0.02092097,0.412956774,0.852509558,-0.023478514,0.396246403,0.842710793,-0.016378548,0.385912031,0.856316805,-0.009335568
to,0.675508678,0.723876297,0,0.622872472,0.690184414,0.00864799,0.570271552,0.699885607,0.001917193,0.538981915,0.739968717,-0.007420354,0.525654972,0.776752174,-0.015767613,0.549181581,0.687210619,-0.013997872,0.49603796,0.68912673,-0.023199962,0.46019429,0.690334618,-0.027104687,0.431034416,0.688070714,-0.030914517,0.558949292,0.723810375,-0.027328895,0.52218914,0.776400566,-0.032618165,0.542428792,0.777565598,-0.022558585,0.559268236,0.760893226,-0.016059456,0.57710582,0.764131904,-0.039974675,0.551494002,0.809786558,-0.041921061,0.569323778,0.805484593,-0.029169757,0.581329107,0.788842142,-0.022462362,0.597794533,0.801160097,-0.053059053,0.577792823,0.83055675,-0.052655686,0.59412396,0.824356616,-0.043837111,0.60701257,0.812922001,-0.038497541,0.284212321,0.931416869,0,0.28042382,0.851260245,-0.019134888,0.318855405,0.79008472,-0.028878,0.367856413,0.770255625,-0.028650127,0.396263123,0.783241034,-0.026696738,0.348930955,0.839471042,-0.059605479,0.388774097,0.774965942,-0.065434732,0.41339004,0.736533642,-0.0594678,0.438791633,0.71020025,-0.054006167,0.375219643,0.883563936,-0.047100954,0.407556176,0.804160595,-0.040944096,0.386079729,0.794475734,-0.015733728,0.369534194,0.810215175,0.000397931,0.389153719,0.909463644,-0.03384852,0.414046764,0.835123539,-0.030996863,0.394310236,0.823277831,-0.012421971,0.379647374,0.837861359,-0.000704559,0.397245795,0.922391772,-0.02142589,0.411065966,0.855854809,-0.022710647,0.394382119,0.84632355,-0.015176853,0.384021699,0.860095978,-0.008200305
to,0.677688837,0.72308439,0,0.624107361,0.690584064,0.00882172,0.571585774,0.700379372,0.002218641,0.541093946,0.73906374,-0.007053905,0.529384255,0.776047826,-0.015423681,0.55057615,0.687811136,-0.013451912,0.497882187,0.691253304,-0.023609677,0.461448938,0.693092644,-0.028633801,0.431568086,0.691150427,-0.032983374,0.560385346,0.723757505,-0.026872272,0.52221787,0.777447939,-0.032860592,0.541397631,0.778781474,-0.023469433,0.558790028,0.761869669,-0.017220685,0.578202784,0.763809204,-0.039726913,0.551870883,0.810469985,-0.041783411,0.569187522,0.806592822,-0.029030081,0.581536293,0.789610982,-0.022197032,0.598569393,0.80083245,-0.053098671,0.577865481,0.831003428,-0.052500665,0.593512833,0.824977279,-0.043572582,0.60651058,0.813251138,-0.038137343,0.284449458,0.935447872,0,0.280796736,0.8541435,-0.018851252,0.320075661,0.793014228,-0.027987713,0.369119406,0.77411139,-0.027382063,0.397052586,0.786231458,-0.02498557,0.349175155,0.842746317,-0.05679578,0.388317585,0.779376984,-0.061585303,0.412359893,0.740486503,-0.054911125,0.437198579,0.713896871,-0.049089219,0.375508398,0.886879921,-0.044565022,0.408080012,0.808182895,-0.038703952,0.386814952,0.797023118,-0.014162212,0.369978845,0.811703742,0.001781014,0.389401883,0.912929237,-0.031575192,0.41440317,0.838367641,-0.029172871,0.39468354,0.826026797,-0.011258507,0.380083054,0.839929402,0.000301273,0.397334754,0.925813556,-0.019418295,0.411606252,0.859830201,-0.020876165,0.395015448,0.849523008,-0.013542129,0.384579182,0.862530828,-0.006578695
to,0.678526223,0.724909604,0,0.624487519,0.691127837,0.008692461,0.571487784,0.701895833,0.001943565,0.540083051,0.741333604,-0.007411743,0.527333319,0.777994692,-0.015863724,0.551137328,0.689809501,-0.01419303,0.497502625,0.69287014,-0.024541689,0.460938931,0.694789588,-0.029718572,0.431430042,0.693045676,-0.034164816,0.561891854,0.726737797,-0.027511895,0.523969233,0.779602408,-0.033082496,0.54301405,0.779102981,-0.023438642,0.559786677,0.761105776,-0.017230235,0.580439031,0.767421782,-0.040252328,0.55295223,0.812313437,-0.041764043,0.56993562,0.807285845,-0.028287364,0.582643449,0.790203631,-0.021226576,0.601320207,0.804729104,-0.053535271,0.578863919,0.832777977,-0.052691627,0.594630837,0.826091707,-0.043231148,0.608242214,0.814406037,-0.037470222,0.284720182,0.93810612,0,0.280333281,0.857385099,-0.018678484,0.319256723,0.795669317,-0.028206509,0.368726641,0.776187241,-0.028176134,0.397469044,0.788610458,-0.026452895,0.348613083,0.844219983,-0.057390448,0.388549149,0.781224728,-0.063279018,0.413128257,0.742630482,-0.057338204,0.438475341,0.716240525,-0.051908169,0.375092596,0.888926625,-0.045611084,0.408297151,0.809935868,-0.040262472,0.386988252,0.7996068,-0.015583312,0.370603025,0.815149307,0.0004839,0.389208674,0.915404439,-0.033211861,0.415512174,0.840663433,-0.031366862,0.395637542,0.828482926,-0.012916193,0.380899578,0.843141019,-0.000935498,0.397324294,0.929097891,-0.021655319,0.412678957,0.862317264,-0.023610588,0.396007568,0.852335691,-0.015968993,0.385401428,0.866144538,-0.008691642
to,0.679749131,0.724886715,0,0.626297772,0.69247973,0.008514181,0.573628366,0.703018427,0.001865629,0.542612135,0.741541147,-0.007404609,0.529772282,0.778167188,-0.015742688,0.552518129,0.690193117,-0.013701716,0.498739362,0.695157707,-0.02399225,0.46207431,0.697944582,-0.029087972,0.432146013,0.696874976,-0.033462819,0.562328696,0.72622788,-0.026954789,0.525109649,0.780686796,-0.032937519,0.544366479,0.781311035,-0.023648039,0.561414182,0.763919532,-0.017502515,0.580161273,0.766056955,-0.039664831,0.554462194,0.812845469,-0.041831639,0.57194072,0.808441818,-0.029125577,0.584283471,0.791489303,-0.022319159,0.600489974,0.802648962,-0.052918378,0.580185413,0.832452595,-0.052477866,0.595749438,0.826215446,-0.043610029,0.608402014,0.8145895,-0.038177416,0.285422206,0.940513968,0,0.280510008,0.859369695,-0.019105399,0.320893139,0.797420263,-0.028491309,0.371577948,0.77908802,-0.028120711,0.401012421,0.793274164,-0.026044782,0.350301594,0.847424984,-0.056754231,0.389432967,0.78385669,-0.062039167,0.413953662,0.744906664,-0.055935357,0.438962549,0.71814698,-0.050552327,0.376974642,0.891471207,-0.04457609,0.409543931,0.811642528,-0.038795929,0.387656569,0.801076829,-0.01431418,0.370966136,0.816169381,0.001517442,0.391036659,0.917112291,-0.031790338,0.416736752,0.841815054,-0.029652236,0.396515995,0.829764664,-0.011557869,0.381570518,0.844328046,0.000123529,0.398930997,0.929664969,-0.019866504,0.413558513,0.862574518,-0.021813082,0.396446407,0.853179991,-0.014455851,0.385737449,0.867435753,-0.007384751
to,0.679512858,0.721282184,0,0.625963032,0.689108551,0.008346917,0.573971212,0.699370682,0.001808955,0.543700099,0.73865056,-0.007153803,0.531863689,0.774962068,-0.015160025,0.552674413,0.686574936,-0.014892046,0.498027563,0.692191839,-0.024942109,0.461602271,0.69561547,-0.029725051,0.432246268,0.695147097,-0.033835918,0.562979639,0.721828341,-0.027565127,0.52703172,0.77471441,-0.032488324,0.545391679,0.774727702,-0.022559719,0.561678648,0.757886291,-0.016337687,0.581478298,0.760852456,-0.039606497,0.55577141,0.806966841,-0.040904123,0.572871089,0.802978933,-0.027800476,0.585138202,0.786837637,-0.020998528,0.602015972,0.796989739,-0.052196093,0.582205713,0.827472448,-0.051527698,0.59752667,0.821368456,-0.042558499,0.609719992,0.809815526,-0.037093416,0.286658347,0.945234358,0,0.282273352,0.862714946,-0.019183379,0.322149932,0.800303936,-0.028725237,0.372444183,0.782809675,-0.028278438,0.401533723,0.798562229,-0.026074912,0.351033479,0.850496233,-0.058643393,0.39133656,0.784609556,-0.063931368,0.415388167,0.744964898,-0.057480592,0.440070212,0.717670023,-0.051842865,0.377539277,0.895433664,-0.046220083,0.410815299,0.813867748,-0.040188733,0.388933271,0.804014564,-0.015012798,0.372124553,0.820223153,0.00120356,0.391488642,0.921830237,-0.033068143,0.417550504,0.84525609,-0.030720575,0.397310883,0.833459139,-0.012301109,0.38266027,0.848640323,-0.000493108,0.399409175,0.935163081,-0.02070223,0.414009988,0.867214918,-0.022642771,0.396689296,0.857606947,-0.015212459,0.386102617,0.871946931,-0.008132183
to,0.680091023,0.710078776,0,0.626379728,0.679043293,0.008578232,0.574481726,0.689430416,0.001739568,0.541810572,0.729521155,-0.007743001,0.526044369,0.76475209,-0.015916914,0.552757382,0.668462515,-0.012748469,0.499649048,0.677320778,-0.021236617,0.464405298,0.682029426,-0.025021866,0.434677184,0.682203293,-0.028946141,0.561293244,0.703379154,-0.025786689,0.529136479,0.760968268,-0.030694645,0.547510147,0.762302697,-0.021286387,0.562761486,0.745446324,-0.015635667,0.578606129,0.742815733,-0.038092621,0.557973742,0.794034481,-0.040350642,0.575035512,0.789974093,-0.0288119,0.585780263,0.773641646,-0.022903921,0.59834975,0.780758977,-0.050839271,0.583660126,0.815135241,-0.051058929,0.598201036,0.808802664,-0.043295268,0.608498037,0.796770692,-0.038665187,0.2854909,0.954598665,0,0.281283855,0.869919658,-0.022448253,0.323775411,0.806677699,-0.033724736,0.376343608,0.787765622,-0.034116417,0.407465011,0.801170886,-0.032525942,0.350123048,0.866502047,-0.064047076,0.390549451,0.796531081,-0.068742111,0.414716631,0.754214525,-0.060809545,0.43949002,0.725372434,-0.05452371,0.377635032,0.911691844,-0.05031671,0.411794364,0.824011564,-0.046296328,0.388267398,0.812654078,-0.020852767,0.369847238,0.829539955,-0.003839971,0.392357618,0.936740518,-0.03560932,0.418792903,0.85366565,-0.035554916,0.397879541,0.840997398,-0.017442999,0.382865995,0.85701102,-0.00522427,0.400965095,0.947066545,-0.021720488,0.415477097,0.874257505,-0.025877057,0.397293836,0.863905489,-0.019214956,0.386530578,0.87904191,-0.012186352
to,0.682223797,0.693510175,0,0.629067659,0.662265658,0.009302287,0.576869845,0.66723001,0.001684484,0.543438375,0.700701296,-0.009085398,0.526419282,0.734035492,-0.0185639,0.554421723,0.645328879,-0.0130796,0.503809392,0.646120906,-0.02335388,0.468619347,0.646383941,-0.028265519,0.438652992,0.643296182,-0.032835163,0.562452614,0.677749097,-0.02753108,0.527566671,0.737240791,-0.035417046,0.545917988,0.740932703,-0.026577624,0.563083291,0.724727452,-0.020739013,0.578998744,0.715907335,-0.041316617,0.556501269,0.770477533,-0.046102639,0.57351923,0.767953396,-0.03398934,0.585260212,0.751228571,-0.027161807,0.598406374,0.75365442,-0.055513643,0.582102656,0.792312443,-0.057194557,0.596079588,0.786542773,-0.048867337,0.607214689,0.773464382,-0.043544035,0.281840891,0.964420021,0,0.280079931,0.880335689,-0.025561117,0.322261691,0.818477631,-0.038712442,0.373838186,0.800730586,-0.039255068,0.403490573,0.817468345,-0.037776425,0.348932624,0.888885617,-0.076948032,0.391897649,0.81370151,-0.081377789,0.415562391,0.770329833,-0.071294673,0.439713895,0.741143167,-0.0636077,0.375288099,0.934282959,-0.061192699,0.409304529,0.837011635,-0.057013672,0.385722905,0.827829361,-0.02812884,0.36890915,0.848546028,-0.009131846,0.390053689,0.957076192,-0.04380494,0.416536123,0.867215514,-0.042921439,0.395120621,0.855312288,-0.02278935,0.380627662,0.87346971,-0.00985684,0.399618596,0.964577198,-0.027166884,0.414814889,0.888373315,-0.030891078,0.396271348,0.877299666,-0.023533972,0.385310531,0.892622352,-0.016448217
to,0.681987107,0.682661176,0,0.629673958,0.650436878,0.009763177,0.577875674,0.655396998,0.001562182,0.543559611,0.689952016,-0.009750132,0.526006937,0.724865437,-0.019539597,0.557998776,0.627523005,-0.013310194,0.506644785,0.626336157,-0.024519894,0.471254647,0.624329627,-0.030932432,0.442253828,0.619300067,-0.036530823,0.565383077,0.658417761,-0.02785538,0.535907328,0.719673276,-0.034812205,0.554170191,0.724440932,-0.026494136,0.57003361,0.70883584,-0.021933714,0.580581427,0.696488917,-0.041719869,0.561198592,0.752806962,-0.045107592,0.576849639,0.750489116,-0.033124004,0.587746561,0.733680964,-0.027366485,0.597527206,0.734664083,-0.056015775,0.582991958,0.773983479,-0.056479808,0.597115576,0.768704355,-0.047841679,0.607815862,0.756123006,-0.043020558,0.277984202,0.970929682,0,0.276898801,0.888235211,-0.028922321,0.31861043,0.827969909,-0.04372761,0.370709062,0.809018791,-0.045111276,0.403084308,0.823826969,-0.044367686,0.344492704,0.894284546,-0.082579792,0.388483554,0.821709812,-0.086711675,0.412516892,0.780873775,-0.075827062,0.437857449,0.754014134,-0.067645498,0.371062517,0.940544367,-0.065067552,0.405452996,0.849471629,-0.059737895,0.385013819,0.839859784,-0.030584214,0.369934082,0.859889686,-0.012112881,0.386667609,0.965743244,-0.045790903,0.413792074,0.881094396,-0.04393613,0.394334406,0.867940128,-0.024233298,0.380080909,0.88336134,-0.012268486,0.396859527,0.975902736,-0.027332289,0.413893908,0.903306186,-0.031030368,0.397002131,0.891697168,-0.024224769,0.386080623,0.905179977,-0.017771276
